feature,frequency,rank,docfreq,group
60,1432,216,1,CTRL
ed,1420,219,1,CTRL
provider,1402,220,1,CTRL
found,1398,221,1,CTRL
vitals,1393,222,1,CTRL
vitamin,1389,223,1,CTRL
low,1381,224,1,CTRL
loss,1376,225,1,CTRL
calcium,1376,225,1,CTRL
cardiac,1358,227,1,CTRL
may,1357,228,1,CTRL
level,1356,229,1,CTRL
mother,1356,229,1,CTRL
significant,1337,231,1,CTRL
complaint,1333,232,1,CTRL
performed,1332,233,1,CTRL
lesions,1330,234,1,CTRL
r,1324,235,1,CTRL
bowel,1322,236,1,CTRL
illness,1312,237,1,CTRL
glucose,1300,238,1,CTRL
pressure,1299,239,1,CTRL
pr,1297,240,1,CTRL
imaging,1296,241,1,CTRL
shortness,1295,242,1,CTRL
can,1294,243,1,CTRL
weeks,1294,243,1,CTRL
education,1277,245,1,CTRL
chief,1273,246,1,CTRL
clinical,1272,247,1,CTRL
examination,1269,248,1,CTRL
please,1266,249,1,CTRL
used,1257,250,1,CTRL
creatinine,1246,251,1,CTRL
hr,1241,252,1,CTRL
positive,1239,253,1,CTRL
hyperlipidemia,1236,254,1,CTRL
number,1236,254,1,CTRL
surgeon,1235,256,1,CTRL
change,1231,257,1,CTRL
type,1229,258,1,CTRL
comments,1222,259,1,CTRL
dose,1220,260,1,CTRL
swelling,1213,261,1,CTRL
questions,1211,262,1,CTRL
stable,1206,263,1,CTRL
sig,1206,263,1,CTRL
mood,1204,265,1,CTRL
one,1204,265,1,CTRL
result,1196,267,1,CTRL
ago,1188,268,1,CTRL
drug,1181,269,1,CTRL
currently,1180,270,1,CTRL
encounter,1178,271,1,CTRL
temp,1174,272,1,CTRL
cervical,1173,273,1,CTRL
motion,1163,274,1,CTRL
known,1161,275,1,CTRL
breast,1161,275,1,CTRL
signs,1158,277,1,CTRL
cough,1156,278,1,CTRL
smokeless,1155,279,1,CTRL
mass,1146,280,1,CTRL
list,1139,281,1,CTRL
good,1139,281,1,CTRL
hx,1138,283,1,CTRL
psychiatric,1134,284,1,CTRL
management,1133,285,1,CTRL
reported,1129,286,1,CTRL
diet,1125,287,1,CTRL
rash,1122,288,1,CTRL
ua,1120,289,1,CTRL
leg,1118,290,1,CTRL
nausea,1118,290,1,CTRL
morning,1111,292,1,CTRL
joint,1100,293,1,CTRL
progressing,1099,294,1,CTRL
test,1096,295,1,CTRL
pharmacy,1093,296,1,CTRL
extremities,1093,296,1,CTRL
impression,1081,298,1,CTRL
ear,1072,299,1,CTRL
cell,1066,300,1,CTRL
effort,1063,301,1,CTRL
post,1062,302,1,CTRL
like,1056,303,1,CTRL
hospital,1053,304,1,CTRL
9,1047,305,1,CTRL
mmol,1046,306,1,CTRL
psa,1044,307,1,CTRL
spo,1041,308,1,CTRL
moderate,1041,308,1,CTRL
father,1040,310,1,CTRL
dispense,1033,311,1,CTRL
resp,1029,312,1,CTRL
minutes,1010,313,1,CTRL
oz,1008,314,1,CTRL
weakness,1007,315,1,CTRL
lungs,1006,316,1,CTRL
u,1006,316,1,CTRL
appropriate,1002,318,1,CTRL
thyroid,1001,319,1,CTRL
neg,1001,319,1,CTRL
now,1000,321,1,CTRL
hemoglobin,997,322,1,CTRL
onset,994,323,1,CTRL
topics,990,324,1,CTRL
person,987,325,1,CTRL
81,984,326,1,CTRL
artery,983,327,1,CTRL
need,980,328,1,CTRL
min,975,329,1,CTRL
dry,971,330,1,CTRL
including,969,331,1,CTRL
15,959,332,1,CTRL
subjective,958,333,1,CTRL
high,958,333,1,CTRL
appearance,955,335,1,CTRL
eye,951,336,1,CTRL
food,951,336,1,CTRL
cumm,948,338,1,CTRL
bmi,946,339,1,CTRL
old,943,340,1,CTRL
colonoscopy,941,341,1,CTRL
concern,940,342,1,CTRL
70,939,343,1,CTRL
ros,938,344,1,CTRL
extended,937,345,1,CTRL
fever,937,345,1,CTRL
affect,935,347,1,CTRL
bleeding,933,348,1,CTRL
exercise,931,349,1,CTRL
hent,931,349,1,CTRL
contact,927,351,1,CTRL
stress,925,352,1,CTRL
office,924,353,1,CTRL
mrn,923,354,1,CTRL
administered,920,355,1,CTRL
admission,920,355,1,CTRL
sexual,919,357,1,CTRL
narrative,917,358,1,CTRL
80,915,359,1,CTRL
wt,913,360,1,CTRL
bedtime,909,361,1,CTRL
university,909,361,1,CTRL
units,908,363,1,CTRL
carolina,907,364,1,CTRL
htn,905,365,1,CTRL
delayed,901,366,1,CTRL
return,900,367,1,CTRL
screening,897,368,1,CTRL
foot,897,368,1,CTRL
able,895,370,1,CTRL
evidence,891,371,1,CTRL
developed,888,372,1,CTRL
hip,887,373,1,CTRL
normocephalic,882,374,1,CTRL
e,881,375,1,CTRL
south,881,375,1,CTRL
function,869,377,1,CTRL
abnormal,867,378,1,CTRL
physician,865,379,1,CTRL
objective,864,380,1,CTRL
next,860,381,1,CTRL
wbc,854,382,1,CTRL
side,851,383,1,CTRL
fracture,850,384,1,CTRL
laterality,850,384,1,CTRL
prn,844,386,1,CTRL
sleep,841,387,1,CTRL
within,840,388,1,CTRL
frequency,839,389,1,CTRL
mean,839,389,1,CTRL
muscle,837,391,1,CTRL
gastrointestinal,837,391,1,CTRL
panel,833,393,1,CTRL
body,833,393,1,CTRL
upper,833,393,1,CTRL
aspirin,832,396,1,CTRL
started,830,397,1,CTRL
coronary,828,398,1,CTRL
urine,827,399,1,CTRL
atraumatic,827,399,1,CTRL
75,826,401,1,CTRL
severe,821,402,1,CTRL
vomiting,820,403,1,CTRL
bilaterally,815,404,1,CTRL
light,812,405,1,CTRL
gi,812,405,1,CTRL
bun,805,407,1,CTRL
gait,803,408,1,CTRL
appointment,802,409,1,CTRL
relative,802,409,1,CTRL
shoulder,801,411,1,CTRL
absolute,797,412,1,CTRL
bid,790,413,1,CTRL
future,788,414,1,CTRL
diarrhea,788,414,1,CTRL
get,787,416,1,CTRL
spine,786,417,1,CTRL
injection,785,418,1,CTRL
hearing,784,419,1,CTRL
using,784,419,1,CTRL
masses,783,421,1,CTRL
notes,781,422,1,CTRL
specialty,781,422,1,CTRL
warm,780,424,1,CTRL
completed,780,424,1,CTRL
co,779,426,1,CTRL
chills,778,427,1,CTRL
dizziness,776,428,1,CTRL
ordered,774,429,1,CTRL
red,774,429,1,CTRL
meds,773,431,1,CTRL
biopsy,773,431,1,CTRL
check,771,433,1,CTRL
fatigue,770,434,1,CTRL
18,770,434,1,CTRL
arthritis,769,436,1,CTRL
transportation,766,437,1,CTRL
mellitus,765,438,1,CTRL
bladder,764,439,1,CTRL
report,763,440,1,CTRL
indicates,761,441,1,CTRL
main,761,441,1,CTRL
smoker,760,443,1,CTRL
referral,759,444,1,CTRL
reflux,757,445,1,CTRL
data,755,446,1,CTRL
atrial,753,447,1,CTRL
difficulty,751,448,1,CTRL
two,750,449,1,CTRL
fall,748,450,1,CTRL
attending,748,450,1,CTRL
information,747,452,1,CTRL
nose,747,452,1,CTRL
month,745,454,1,CTRL
breakfast,745,454,1,CTRL
concerns,744,456,1,CTRL
extremity,742,457,1,CTRL
pertinent,740,458,1,CTRL
kidney,739,459,1,CTRL
scheduled,739,459,1,CTRL
failure,739,459,1,CTRL
throat,737,462,1,CTRL
ms,734,463,1,CTRL
lesion,734,463,1,CTRL
control,732,465,1,CTRL
adult,730,466,1,CTRL
face,730,466,1,CTRL
percent,730,466,1,CTRL
elevated,729,469,1,CTRL
increased,728,470,1,CTRL
previous,726,471,1,CTRL
contrast,721,472,1,CTRL
substance,720,473,1,CTRL
injury,718,474,1,CTRL
pulses,717,475,1,CTRL
sc,713,476,1,CTRL
ast,711,477,1,CTRL
nasal,711,477,1,CTRL
area,710,479,1,CTRL
work,709,480,1,CTRL
sodium,709,480,1,CTRL
16,709,480,1,CTRL
twice,709,480,1,CTRL
insulin,708,484,1,CTRL
include,708,484,1,CTRL
sister,708,484,1,CTRL
unit,704,487,1,CTRL
depression,702,488,1,CTRL
72,701,489,1,CTRL
bed,700,490,1,CTRL
done,698,491,1,CTRL
tablets,696,492,1,CTRL
prostate,696,492,1,CTRL
mri,694,494,1,CTRL
alt,693,495,1,CTRL
full,692,496,1,CTRL
focal,692,496,1,CTRL
controlled,690,498,1,CTRL
self,687,499,1,CTRL
start,686,500,1,CTRL
infection,685,501,1,CTRL
hcc,684,502,1,CTRL
facility,683,503,1,CTRL
night,683,503,1,CTRL
obtained,682,505,1,CTRL
vision,681,506,1,CTRL
multiple,680,507,1,CTRL
lung,680,507,1,CTRL
renal,679,509,1,CTRL
hdl,677,510,1,CTRL
icd,676,511,1,CTRL
goals,676,511,1,CTRL
small,675,513,1,CTRL
medicine,675,513,1,CTRL
appears,672,515,1,CTRL
sinus,671,516,1,CTRL
placed,670,517,1,CTRL
spouse,670,517,1,CTRL
decreased,669,519,1,CTRL
aortic,668,520,1,CTRL
occupational,666,521,1,CTRL
related,662,522,1,CTRL
score,662,522,1,CTRL
pupils,661,524,1,CTRL
nourished,660,525,1,CTRL
gerd,659,526,1,CTRL
palpitations,658,527,1,CTRL
urinary,658,527,1,CTRL
mental,656,529,1,CTRL
stroke,654,530,1,CTRL
wheezing,654,530,1,CTRL
issues,653,532,1,CTRL
cc,651,533,1,CTRL
comment,651,533,1,CTRL
relation,648,535,1,CTRL
id,644,536,1,CTRL
regarding,642,537,1,CTRL
showed,642,537,1,CTRL
long,641,539,1,CTRL
supple,640,540,1,CTRL
additional,639,541,1,CTRL
sent,636,542,1,CTRL
hgb,636,542,1,CTRL
unspecified,636,542,1,CTRL
brother,636,542,1,CTRL
behavior,635,546,1,CTRL
neuro,635,546,1,CTRL
na,634,548,1,CTRL
genitourinary,632,549,1,CTRL
lateral,629,550,1,CTRL
volume,628,551,1,CTRL
65,626,552,1,CTRL
possible,626,552,1,CTRL
monitor,624,554,1,CTRL
iv,624,554,1,CTRL
services,624,554,1,CTRL
acetaminophen,623,557,1,CTRL
height,622,558,1,CTRL
ref,621,559,1,CTRL
repair,617,560,1,CTRL
ht,614,561,1,CTRL
taken,611,562,1,CTRL
associated,610,563,1,CTRL
otherwise,610,563,1,CTRL
vascular,608,565,1,CTRL
stenosis,608,565,1,CTRL
tested,606,567,1,CTRL
improved,604,568,1,CTRL
instructions,604,568,1,CTRL
arm,603,570,1,CTRL
repeat,602,571,1,CTRL
vital,600,572,1,CTRL
includes,598,573,1,CTRL
complete,598,573,1,CTRL
order,597,575,1,CTRL
help,596,576,1,CTRL
anxiety,596,576,1,CTRL
98,596,576,1,CTRL
marital,596,576,1,CTRL
orders,595,580,1,CTRL
ankle,595,580,1,CTRL
wound,594,582,1,CTRL
carotid,590,583,1,CTRL
metoprolol,589,584,1,CTRL
procedures,588,585,1,CTRL
amlodipine,587,586,1,CTRL
lumbar,586,587,1,CTRL
unable,585,588,1,CTRL
testing,584,589,1,CTRL
benign,584,589,1,CTRL
likely,583,591,1,CTRL
valve,583,591,1,CTRL
q,581,593,1,CTRL
colon,581,593,1,CTRL
peripheral,581,593,1,CTRL
except,580,596,1,CTRL
agree,580,596,1,CTRL
plt,578,598,1,CTRL
phone,577,599,1,CTRL
updated,577,599,1,CTRL
14,577,599,1,CTRL
apply,577,599,1,CTRL
children,577,599,1,CTRL
cbc,572,604,1,CTRL
adenopathy,571,605,1,CTRL
less,568,606,1,CTRL
equal,568,606,1,CTRL
constipation,566,608,1,CTRL
index,565,609,1,CTRL
corpuscular,564,610,1,CTRL
term,563,611,1,CTRL
19,562,612,1,CTRL
still,561,613,1,CTRL
albumin,561,613,1,CTRL
course,559,615,1,CTRL
hernia,558,616,1,CTRL
external,557,617,1,CTRL
cl,555,618,1,CTRL
po,554,619,1,CTRL
anterior,554,619,1,CTRL
strength,553,621,1,CTRL
free,550,622,1,CTRL
provided,549,623,1,CTRL
better,548,624,1,CTRL
mm,543,625,1,CTRL
diagnoses,542,626,1,CTRL
motor,542,626,1,CTRL
reactions,542,626,1,CTRL
discontinued,539,629,1,CTRL
bone,537,630,1,CTRL
potassium,536,631,1,CTRL
study,536,631,1,CTRL
allergen,536,631,1,CTRL
j,535,634,1,CTRL
referred,535,634,1,CTRL
intake,534,636,1,CTRL
heent,534,636,1,CTRL
feels,532,638,1,CTRL
received,531,639,1,CTRL
risks,530,640,1,CTRL
coordination,529,641,1,CTRL
xr,528,642,1,CTRL
however,528,642,1,CTRL
first,528,642,1,CTRL
metabolic,527,645,1,CTRL
sensation,526,646,1,CTRL
complaints,526,646,1,CTRL
previously,525,648,1,CTRL
pcp,525,648,1,CTRL
around,524,650,1,CTRL
dm,523,651,1,CTRL
reason,523,651,1,CTRL
balance,522,653,1,CTRL
studies,522,653,1,CTRL
recently,522,653,1,CTRL
mr,520,656,1,CTRL
lymphadenopathy,520,656,1,CTRL
murmur,519,658,1,CTRL
tsh,518,659,1,CTRL
movements,515,660,1,CTRL
hematuria,514,661,1,CTRL
standing,513,662,1,CTRL
treated,512,663,1,CTRL
stage,511,664,1,CTRL
subcutaneous,511,664,1,CTRL
posterior,509,666,1,CTRL
ap,509,666,1,CTRL
size,508,668,1,CTRL
anemia,508,668,1,CTRL
cardiology,505,670,1,CTRL
fibrillation,503,671,1,CTRL
referring,502,672,1,CTRL
hct,501,673,1,CTRL
carcinoma,501,673,1,CTRL
inpatient,498,675,1,CTRL
appearing,498,675,1,CTRL
daughter,497,677,1,CTRL
sob,497,677,1,CTRL
tests,496,679,1,CTRL
ekg,496,679,1,CTRL
atorvastatin,494,681,1,CTRL
disorder,494,681,1,CTRL
pre,493,683,1,CTRL
specific,493,683,1,CTRL
dysuria,491,685,1,CTRL
17,489,686,1,CTRL
covid,489,686,1,CTRL
copd,488,688,1,CTRL
hand,488,688,1,CTRL
endocrine,488,688,1,CTRL
cholesterol,486,691,1,CTRL
gastroesophageal,484,692,1,CTRL
speech,483,693,1,CTRL
nerve,483,693,1,CTRL
headaches,482,695,1,CTRL
inr,482,695,1,CTRL
fluid,482,695,1,CTRL
living,480,698,1,CTRL
thought,479,699,1,CTRL
room,478,700,1,CTRL
white,478,700,1,CTRL
influenza,478,700,1,CTRL
reactive,477,703,1,CTRL
palpable,476,704,1,CTRL
much,476,704,1,CTRL
cream,476,704,1,CTRL
chloride,475,707,1,CTRL
platelet,474,708,1,CTRL
68,474,708,1,CTRL
lisinopril,474,708,1,CTRL
scan,472,711,1,CTRL
asked,470,712,1,CTRL
numbness,470,712,1,CTRL
recommendations,470,712,1,CTRL
sitting,468,715,1,CTRL
condition,467,716,1,CTRL
us,466,717,1,CTRL
site,466,717,1,CTRL
quit,465,719,1,CTRL
systolic,463,720,1,CTRL
consult,462,721,1,CTRL
married,462,721,1,CTRL
progress,461,723,1,CTRL
actuation,461,723,1,CTRL
content,460,725,1,CTRL
available,458,726,1,CTRL
med,457,727,1,CTRL
spray,456,728,1,CTRL
round,454,729,1,CTRL
cells,452,730,1,CTRL
discuss,452,730,1,CTRL
unremarkable,451,732,1,CTRL
consistent,450,733,1,CTRL
recommend,449,734,1,CTRL
dyspnea,449,734,1,CTRL
met,449,734,1,CTRL
examined,449,734,1,CTRL
albuterol,449,734,1,CTRL
breathing,448,739,1,CTRL
lymph,448,739,1,CTRL
liver,448,739,1,CTRL
metformin,448,739,1,CTRL
inject,447,743,1,CTRL
prescriptions,447,743,1,CTRL
replacement,446,745,1,CTRL
v,445,746,1,CTRL
mobility,445,746,1,CTRL
device,444,748,1,CTRL
options,444,748,1,CTRL
moist,443,750,1,CTRL
solution,443,750,1,CTRL
magnesium,443,750,1,CTRL
pf,442,753,1,CTRL
nontender,442,753,1,CTRL
chol,441,755,1,CTRL
syncope,441,755,1,CTRL
charleston,441,755,1,CTRL
department,440,758,1,CTRL
initial,440,758,1,CTRL
factors,439,760,1,CTRL
rn,439,760,1,CTRL
financial,439,760,1,CTRL
portions,438,763,1,CTRL
instructed,438,763,1,CTRL
grossly,437,765,1,CTRL
63,437,765,1,CTRL
emergency,436,767,1,CTRL
er,436,767,1,CTRL
route,436,767,1,CTRL
neurologic,435,770,1,CTRL
understanding,434,771,1,CTRL
strain,434,771,1,CTRL
iron,433,773,1,CTRL
sex,432,774,1,CTRL
eating,430,775,1,CTRL
functional,428,776,1,CTRL
records,428,776,1,CTRL
vaccine,427,778,1,CTRL
le,425,779,1,CTRL
housing,425,779,1,CTRL
worse,424,781,1,CTRL
egfr,423,782,1,CTRL
hour,422,783,1,CTRL
limited,422,783,1,CTRL
protein,422,783,1,CTRL
venous,421,786,1,CTRL
continues,421,786,1,CTRL
tongue,420,788,1,CTRL
obstructive,419,789,1,CTRL
voice,417,790,1,CTRL
diagnostic,416,791,1,CTRL
point,416,791,1,CTRL
interventions,416,791,1,CTRL
collection,415,794,1,CTRL
dinner,415,794,1,CTRL
osteoarthritis,415,794,1,CTRL
stated,414,797,1,CTRL
lipitor,414,797,1,CTRL
feeling,414,797,1,CTRL
dob,412,800,1,CTRL
74,411,801,1,CTRL
deformity,411,801,1,CTRL
69,411,801,1,CTRL
benefits,410,804,1,CTRL
deficit,410,804,1,CTRL
op,410,804,1,CTRL
short,409,807,1,CTRL
45,408,808,1,CTRL
complications,408,808,1,CTRL
acid,408,808,1,CTRL
diagnosed,408,808,1,CTRL
takes,407,812,1,CTRL
followed,406,813,1,CTRL
midline,405,814,1,CTRL
feet,405,814,1,CTRL
recommended,405,814,1,CTRL
visual,404,817,1,CTRL
several,404,817,1,CTRL
overall,403,819,1,CTRL
cad,403,819,1,CTRL
lasix,403,819,1,CTRL
question,403,819,1,CTRL
pending,403,819,1,CTRL
increase,402,824,1,CTRL
extraocular,402,824,1,CTRL
insecurity,401,826,1,CTRL
symmetric,400,827,1,CTRL
facial,399,828,1,CTRL
distal,399,828,1,CTRL
auscultation,399,828,1,CTRL
resource,399,828,1,CTRL
trig,398,832,1,CTRL
meals,398,832,1,CTRL
intervention,398,832,1,CTRL
cataract,398,832,1,CTRL
advised,398,832,1,CTRL
behavioral,397,837,1,CTRL
st,397,837,1,CTRL
dysfunction,397,837,1,CTRL
erythema,396,840,1,CTRL
presenting,395,841,1,CTRL
deficits,395,841,1,CTRL
97,394,843,1,CTRL
judgment,394,843,1,CTRL
center,394,843,1,CTRL
worsening,393,846,1,CTRL
cranial,393,846,1,CTRL
norvasc,393,846,1,CTRL
allergic,393,846,1,CTRL
urology,393,846,1,CTRL
chart,392,851,1,CTRL
support,392,851,1,CTRL
activities,392,851,1,CTRL
based,391,854,1,CTRL
medicare,391,854,1,CTRL
inhaler,391,854,1,CTRL
tender,389,857,1,CTRL
baseline,388,858,1,CTRL
ul,387,859,1,CTRL
aware,386,860,1,CTRL
impaired,386,860,1,CTRL
inhale,386,860,1,CTRL
proximal,384,863,1,CTRL
rest,384,863,1,CTRL
secondary,384,863,1,CTRL
transplant,384,863,1,CTRL
membranes,384,863,1,CTRL
episode,383,868,1,CTRL
rales,381,869,1,CTRL
22,381,869,1,CTRL
william,381,869,1,CTRL
essential,379,872,1,CTRL
documented,379,872,1,CTRL
effects,379,872,1,CTRL
signed,378,875,1,CTRL
throughout,377,876,1,CTRL
encouraged,377,876,1,CTRL
tumor,377,876,1,CTRL
seconds,376,879,1,CTRL
least,376,879,1,CTRL
placement,376,879,1,CTRL
wall,375,882,1,CTRL
pelvis,375,882,1,CTRL
pager,375,882,1,CTRL
sit,375,882,1,CTRL
team,373,886,1,CTRL
prescribed,373,886,1,CTRL
nursing,372,888,1,CTRL
re,371,889,1,CTRL
sugar,370,890,1,CTRL
position,369,891,1,CTRL
know,369,891,1,CTRL
large,369,891,1,CTRL
ldl,368,894,1,CTRL
identified,368,894,1,CTRL
routine,368,894,1,CTRL
stability,368,894,1,CTRL
gastroenterology,367,898,1,CTRL
assist,367,898,1,CTRL
injections,367,898,1,CTRL
called,367,898,1,CTRL
lives,366,902,1,CTRL
alkphos,366,902,1,CTRL
painless,366,902,1,CTRL
improvement,365,905,1,CTRL
psych,365,905,1,CTRL
request,365,905,1,CTRL
hgba,364,908,1,CTRL
13,363,909,1,CTRL
intravenous,363,909,1,CTRL
drinks,363,909,1,CTRL
mmhg,362,912,1,CTRL
ventricular,362,912,1,CTRL
highest,362,912,1,CTRL
rashes,361,915,1,CTRL
vaginal,361,915,1,CTRL
prednisone,360,917,1,CTRL
itching,360,917,1,CTRL
made,359,919,1,CTRL
cv,359,919,1,CTRL
hydrochlorothiazide,359,919,1,CTRL
go,358,922,1,CTRL
fl,358,922,1,CTRL
precautions,357,924,1,CTRL
radiation,356,925,1,CTRL
shows,356,925,1,CTRL
resident,356,925,1,CTRL
tolerated,356,925,1,CTRL
dx,356,925,1,CTRL
unknown,355,930,1,CTRL
color,355,930,1,CTRL
78,355,930,1,CTRL
dt,355,930,1,CTRL
lipid,354,934,1,CTRL
spent,354,934,1,CTRL
ent,354,934,1,CTRL
66,354,934,1,CTRL
movement,354,934,1,CTRL
76,354,934,1,CTRL
79,353,940,1,CTRL
26,352,941,1,CTRL
make,352,941,1,CTRL
apnea,352,941,1,CTRL
congestion,350,944,1,CTRL
three,350,944,1,CTRL
osteoporosis,350,944,1,CTRL
asthma,350,944,1,CTRL
comparison,349,948,1,CTRL
71,348,949,1,CTRL
topically,347,950,1,CTRL
35,347,950,1,CTRL
temperature,347,950,1,CTRL
tylenol,346,953,1,CTRL
ears,346,953,1,CTRL
former,346,953,1,CTRL
syndrome,345,956,1,CTRL
gram,345,956,1,CTRL
palpation,345,956,1,CTRL
independent,344,959,1,CTRL
connections,344,959,1,CTRL
fevers,343,961,1,CTRL
exhibits,342,962,1,CTRL
23,342,962,1,CTRL
comprehensive,342,962,1,CTRL
internal,341,965,1,CTRL
greater,341,965,1,CTRL
67,341,965,1,CTRL
mucous,341,965,1,CTRL
cyanosis,340,969,1,CTRL
attends,340,969,1,CTRL
recurrent,339,971,1,CTRL
types,339,971,1,CTRL
pen,338,973,1,CTRL
getting,338,973,1,CTRL
removed,338,973,1,CTRL
radiology,338,973,1,CTRL
pa,338,973,1,CTRL
feel,338,973,1,CTRL
safety,337,979,1,CTRL
losartan,337,979,1,CTRL
21,336,981,1,CTRL
via,336,981,1,CTRL
nurse,336,981,1,CTRL
therapeutic,336,981,1,CTRL
hysterectomy,336,981,1,CTRL
ratio,336,981,1,CTRL
consent,335,987,1,CTRL
water,335,987,1,CTRL
personally,335,987,1,CTRL
73,335,987,1,CTRL
memory,334,991,1,CTRL
max,334,991,1,CTRL
tissue,334,991,1,CTRL
gabapentin,334,991,1,CTRL
sign,334,991,1,CTRL
wife,332,996,1,CTRL
brain,332,996,1,CTRL
mcv,332,996,1,CTRL
mitral,332,996,1,CTRL
going,332,996,1,CTRL
socioeconomic,332,996,1,CTRL
rx,332,996,1,CTRL
64,331,1003,1,CTRL
monitoring,331,1003,1,CTRL
regimen,330,1005,1,CTRL
hypothyroidism,330,1005,1,CTRL
schedule,329,1007,1,CTRL
cms,329,1007,1,CTRL
diabetic,328,1009,1,CTRL
nodes,328,1009,1,CTRL
standard,327,1011,1,CTRL
drugs,327,1011,1,CTRL
fax,327,1011,1,CTRL
96,326,1014,1,CTRL
details,325,1015,1,CTRL
nutrition,325,1015,1,CTRL
stool,325,1015,1,CTRL
technique,323,1018,1,CTRL
john,323,1018,1,CTRL
drink,323,1018,1,CTRL
finger,323,1018,1,CTRL
admitted,322,1022,1,CTRL
ii,322,1022,1,CTRL
evaluated,322,1022,1,CTRL
dressing,322,1022,1,CTRL
levothyroxine,321,1026,1,CTRL
incontinence,320,1027,1,CTRL
decision,320,1027,1,CTRL
continued,319,1029,1,CTRL
eliquis,317,1030,1,CTRL
indication,317,1030,1,CTRL
partner,317,1030,1,CTRL
egd,317,1030,1,CTRL
gross,316,1034,1,CTRL
pmh,316,1034,1,CTRL
29,315,1036,1,CTRL
complex,315,1036,1,CTRL
legs,315,1036,1,CTRL
99,314,1039,1,CTRL
quality,314,1039,1,CTRL
neuropathy,313,1041,1,CTRL
episodes,313,1041,1,CTRL
outside,313,1041,1,CTRL
wheezes,313,1041,1,CTRL
reveals,313,1041,1,CTRL
prescription,311,1046,1,CTRL
absent,311,1046,1,CTRL
pleasant,311,1046,1,CTRL
sided,311,1046,1,CTRL
areas,311,1046,1,CTRL
falls,310,1051,1,CTRL
stent,310,1051,1,CTRL
unchanged,310,1051,1,CTRL
discussion,310,1051,1,CTRL
stand,310,1051,1,CTRL
patients,310,1051,1,CTRL
documentation,309,1057,1,CTRL
troponin,309,1057,1,CTRL
consider,309,1057,1,CTRL
conjunctivae,309,1057,1,CTRL
flexion,308,1061,1,CTRL
sensory,306,1062,1,CTRL
air,306,1062,1,CTRL
just,306,1062,1,CTRL
walking,306,1062,1,CTRL
oropharynx,305,1066,1,CTRL
cyst,304,1067,1,CTRL
55,303,1068,1,CTRL
diastolic,303,1068,1,CTRL
antibiotics,303,1068,1,CTRL
obvious,303,1068,1,CTRL
told,303,1068,1,CTRL
summary,302,1073,1,CTRL
dvt,301,1074,1,CTRL
saw,301,1074,1,CTRL
stopped,300,1076,1,CTRL
rom,300,1076,1,CTRL
chair,300,1076,1,CTRL
omeprazole,300,1076,1,CTRL
tremor,300,1076,1,CTRL
xl,299,1081,1,CTRL
neutrophils,299,1081,1,CTRL
oxycodone,299,1081,1,CTRL
absence,298,1084,1,CTRL
poor,298,1084,1,CTRL
transfer,298,1084,1,CTRL
occasional,298,1084,1,CTRL
nerves,298,1084,1,CTRL
drainage,298,1084,1,CTRL
removal,296,1090,1,CTRL
symptom,296,1090,1,CTRL
differential,296,1090,1,CTRL
abnormality,295,1093,1,CTRL
yellow,295,1093,1,CTRL
im,295,1093,1,CTRL
monocytes,295,1093,1,CTRL
single,294,1097,1,CTRL
rectal,294,1097,1,CTRL
59,294,1097,1,CTRL
system,293,1100,1,CTRL
bedside,293,1100,1,CTRL
output,292,1102,1,CTRL
thank,292,1102,1,CTRL
dictated,292,1102,1,CTRL
consultation,292,1102,1,CTRL
record,292,1102,1,CTRL
lack,292,1102,1,CTRL
answered,291,1108,1,CTRL
potential,291,1108,1,CTRL
try,290,1110,1,CTRL
required,290,1110,1,CTRL
ckd,290,1110,1,CTRL
says,290,1110,1,CTRL
scalp,290,1110,1,CTRL
multivitamin,290,1110,1,CTRL
cigarettes,290,1110,1,CTRL
hematocrit,289,1117,1,CTRL
echo,289,1117,1,CTRL
ot,289,1117,1,CTRL
maternal,289,1117,1,CTRL
gm,288,1121,1,CTRL
sore,288,1121,1,CTRL
readings,287,1123,1,CTRL
degenerative,287,1123,1,CTRL
hhs,287,1123,1,CTRL
pelvic,287,1123,1,CTRL
hold,286,1127,1,CTRL
appetite,286,1127,1,CTRL
case,286,1127,1,CTRL
james,286,1127,1,CTRL
base,285,1131,1,CTRL
pacemaker,285,1131,1,CTRL
annual,284,1133,1,CTRL
open,284,1133,1,CTRL
explained,284,1133,1,CTRL
code,284,1133,1,CTRL
improve,284,1133,1,CTRL
directed,284,1133,1,CTRL
exposure,284,1133,1,CTRL
indicated,284,1133,1,CTRL
spoke,282,1141,1,CTRL
tab,281,1142,1,CTRL
deficiency,280,1143,1,CTRL
little,280,1143,1,CTRL
attestation,280,1143,1,CTRL
urgency,280,1143,1,CTRL
headache,280,1143,1,CTRL
son,279,1148,1,CTRL
synthroid,279,1148,1,CTRL
bilirubin,279,1148,1,CTRL
exertion,279,1148,1,CTRL
assistance,278,1152,1,CTRL
wo,278,1152,1,CTRL
deep,278,1152,1,CTRL
refills,278,1152,1,CTRL
underwent,277,1156,1,CTRL
basal,277,1156,1,CTRL
professor,277,1156,1,CTRL
cholecystectomy,277,1156,1,CTRL
abd,275,1160,1,CTRL
obtain,275,1160,1,CTRL
electronically,275,1160,1,CTRL
tone,275,1160,1,CTRL
healthy,275,1160,1,CTRL
gen,274,1165,1,CTRL
minimal,274,1165,1,CTRL
session,274,1165,1,CTRL
