feature,chi2,p,n_target,n_reference,p_value,p_adjusted,significant
jeremy,1.6216696486256164,0.20285913599892325,30,17,0.20285913599892316,0.545183927997106,FALSE
pulling,1.6216696486256164,0.20285913599892325,30,17,0.20285913599892316,0.545183927997106,FALSE
supported,1.6216696486256164,0.20285913599892325,30,17,0.20285913599892316,0.545183927997106,FALSE
cava,1.6188704830145573,0.20324935453999315,40,24,0.20324935453999315,0.545915738775085,FALSE
lady,1.6188704830145573,0.20324935453999315,40,24,0.20324935453999315,0.545915738775085,FALSE
vena,1.6188704830145573,0.20324935453999315,40,24,0.20324935453999315,0.545915738775085,FALSE
davis,1.6169233707567348,0.20352131379060923,113,78,0.20352131379060937,0.5465405118402501,FALSE
grab,1.6133957647783923,0.2040151184295198,73,48,0.20401511842951978,0.5477606765643921,FALSE
evaluated,1.6122666277524107,0.20417347658412954,425,322,0.20417347658412943,0.5480799026434043,FALSE
granddaughter,1.6048617902720843,0.20521558273802987,58,37,0.20521558273802984,0.5487549639316052,FALSE
acetazolamide,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
asst,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
bedrest,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
bio,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
biv,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
cauthen,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
cmh,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
correcting,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
crea,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
debulking,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
dislodged,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
echocardiography,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
fresenius,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
gill,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
grimacing,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
gs,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
hemolytic,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
hydro,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
orient,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
postive,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
produced,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
ramesh,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
rhonda,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
spitting,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
sv,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
wouldn,1.6029070537004195,0.20549172491959666,10,4,0.2054917249195967,0.5487549639316052,FALSE
region,1.5993607852940468,0.20599382029500812,250,184,0.20599382029500804,0.5499900365392861,FALSE
supplementation,1.59902026358702,0.20604210893292696,81,54,0.20604210893292702,0.5500132329366565,FALSE
ar,1.5955510627430898,0.2065348312396582,27,15,0.20653483123965824,0.551010808891205,FALSE
dawkins,1.5955510627430898,0.2065348312396582,27,15,0.20653483123965824,0.551010808891205,FALSE
scant,1.5955510627430898,0.2065348312396582,27,15,0.20653483123965824,0.551010808891205,FALSE
demadex,1.59076210273975,0.20721728439302745,18,9,0.2072172843930275,0.5519832878662752,FALSE
dic,1.59076210273975,0.20721728439302745,18,9,0.2072172843930275,0.5519832878662752,FALSE
element,1.59076210273975,0.20721728439302745,18,9,0.2072172843930275,0.5519832878662752,FALSE
lpm,1.59076210273975,0.20721728439302745,18,9,0.2072172843930275,0.5519832878662752,FALSE
noncompliant,1.59076210273975,0.20721728439302745,18,9,0.2072172843930275,0.5519832878662752,FALSE
soiled,1.59076210273975,0.20721728439302745,18,9,0.2072172843930275,0.5519832878662752,FALSE
strategy,1.59076210273975,0.20721728439302745,18,9,0.2072172843930275,0.5519832878662752,FALSE
stump,1.59076210273975,0.20721728439302745,18,9,0.2072172843930275,0.5519832878662752,FALSE
uncorr,1.5831895314708617,0.20830186480341895,62,40,0.20830186480341897,0.5547659827909274,FALSE
etc,1.5791775543683368,0.20887919992384574,152,108,0.20887919992384574,0.5561833165938679,FALSE
authored,1.5783798283820607,0.20899422055608008,24,13,0.2089942205560801,0.5561833165938679,FALSE
consequences,1.5783798283820607,0.20899422055608008,24,13,0.2089942205560801,0.5561833165938679,FALSE
nonsustained,1.5783798283820607,0.20899422055608008,24,13,0.2089942205560801,0.5561833165938679,FALSE
alcoholism,1.574349950151136,0.20957641838507646,21,11,0.20957641838507646,0.5574122701934751,FALSE
anticipation,1.574349950151136,0.20957641838507646,21,11,0.20957641838507646,0.5574122701934751,FALSE
coordinate,1.574349950151136,0.20957641838507646,21,11,0.20957641838507646,0.5574122701934751,FALSE
steve,1.5733209660449339,0.20972538366564009,37,22,0.20972538366564017,0.5577016759969513,FALSE
cad,1.5578831032649085,0.21197544401477775,526,403,0.21197544401477772,0.5635771328333169,FALSE
robert,1.5531658651404736,0.21266868135114403,179,129,0.212668681351144,0.5653120220643137,FALSE
ra,1.5487127748257106,0.21332557080418735,206,150,0.2133255708041874,0.5669496465555605,FALSE
clavulanate,1.5479965721811093,0.21343144492680688,55,35,0.2134314449268069,0.5671225059476604,FALSE
angiogram,1.5416400812499074,0.21437384736888365,98,67,0.21437384736888357,0.5695176675796526,FALSE
blocker,1.5358506022843297,0.2152364929578615,90,61,0.21523649295786162,0.5717000670666934,FALSE
minute,1.527065478731151,0.21655339888393332,136,96,0.21655339888393327,0.5750879841489387,FALSE
heent,1.5208889801092795,0.21748501361471595,689,534,0.2174850136147159,0.5774516065943012,FALSE
fsbs,1.5135642885071925,0.21859601213930202,41,25,0.21859601213930197,0.5799579775745493,FALSE
regard,1.5135642885071925,0.21859601213930202,41,25,0.21859601213930197,0.5799579775745493,FALSE
richardson,1.5135642885071925,0.21859601213930202,41,25,0.21859601213930197,0.5799579775745493,FALSE
ropinirole,1.5135642885071925,0.21859601213930202,41,25,0.21859601213930197,0.5799579775745493,FALSE
african,1.480570775860957,0.22368524047814298,75,50,0.2236852404781429,0.5932335888869442,FALSE
celexa,1.480570775860957,0.22368524047814298,75,50,0.2236852404781429,0.5932335888869442,FALSE
lexapro,1.4793615320886606,0.2238744432484704,91,62,0.22387444324847033,0.5936220202898062,FALSE
ideation,1.4688213940257346,0.22553174326297898,45,28,0.22553174326297887,0.5967578087789269,FALSE
largest,1.4688213940257346,0.22553174326297898,45,28,0.22553174326297887,0.5967578087789269,FALSE
accentuated,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
arriving,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
autonomic,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
avulsion,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
bowens,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
concert,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
cuing,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
delusion,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
ostium,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
presentations,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
psychotropic,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
rape,1.468018566939865,0.22565857957426205,13,6,0.22565857957426197,0.5967578087789269,FALSE
seems,1.4657395087653022,0.2260191081376547,177,128,0.2260191081376547,0.5975974477296566,FALSE
conversant,1.4641598445458917,0.22626940404933404,38,23,0.22626940404933393,0.598031541929819,FALSE
impaction,1.4641598445458917,0.22626940404933404,38,23,0.22626940404933393,0.598031541929819,FALSE
branches,1.4553197958854442,0.22767626072260116,28,16,0.2276762607226012,0.6015209406840799,FALSE
stands,1.4553197958854442,0.22767626072260116,28,16,0.2276762607226012,0.6015209406840799,FALSE
bicarbonate,1.4457490097141712,0.2292112865801441,151,108,0.22921128658014406,0.6054613083513923,FALSE
keith,1.4351511808400426,0.23092559928748724,49,31,0.2309255992874872,0.6098736734177429,FALSE
amb,1.431111937151777,0.23158305546690805,147,105,0.23158305546690816,0.6113775056795072,FALSE
psh,1.431111937151777,0.23158305546690805,147,105,0.23158305546690816,0.6113775056795072,FALSE
anymore,1.4261861674928253,0.23238786777812592,25,14,0.232387867778126,0.613036105521442,FALSE
bold,1.4261861674928253,0.23238786777812592,25,14,0.232387867778126,0.613036105521442,FALSE
extreme,1.4261861674928253,0.23238786777812592,25,14,0.232387867778126,0.613036105521442,FALSE
slide,1.4261861674928253,0.23238786777812592,25,14,0.232387867778126,0.613036105521442,FALSE
allowing,1.424632927054687,0.23264234869148026,117,82,0.23264234869148015,0.6135908813095267,FALSE
caucasian,1.420706682691602,0.2332871216022805,88,60,0.23328712160228054,0.6151746405798508,FALSE
weights,1.4180958336463803,0.2337170739141199,76,51,0.2337170739141199,0.6161914274094934,FALSE
osmolality,1.416508961478298,0.23397886658707245,35,21,0.23397886658707237,0.616764562161292,FALSE
comparative,1.4140097431088712,0.23439189192986798,16,8,0.23439189192986806,0.6170335456811861,FALSE
drooling,1.4140097431088712,0.23439189192986798,16,8,0.23439189192986806,0.6170335456811861,FALSE
gentamicin,1.4140097431088712,0.23439189192986798,16,8,0.23439189192986806,0.6170335456811861,FALSE
knew,1.4140097431088712,0.23439189192986798,16,8,0.23439189192986806,0.6170335456811861,FALSE
satart,1.4140097431088712,0.23439189192986798,16,8,0.23439189192986806,0.6170335456811861,FALSE
sustaining,1.4140097431088712,0.23439189192986798,16,8,0.23439189192986806,0.6170335456811861,FALSE
undetermined,1.4140097431088712,0.23439189192986798,16,8,0.23439189192986806,0.6170335456811861,FALSE
stop,1.4082646898195936,0.23534467830270955,352,266,0.23534467830270966,0.619424339008212,FALSE
system,1.4078425073215888,0.2354148796984381,386,293,0.23541487969843802,0.6194917135527863,FALSE
bil,1.4059025173374227,0.23573779138576956,22,12,0.23573779138576936,0.6201064743479073,FALSE
constance,1.4059025173374227,0.23573779138576956,22,12,0.23573779138576936,0.6201064743479073,FALSE
suggest,1.404133237977561,0.23603275595486872,109,76,0.23603275595486875,0.6207648073200477,FALSE
seizures,1.4017819361471295,0.2364254442046948,290,217,0.2364254442046949,0.6216798550850071,FALSE
ethel,1.3990463470820325,0.2368833084682075,19,10,0.2368833084682074,0.6221770558462429,FALSE
offers,1.3990463470820325,0.2368833084682075,19,10,0.2368833084682074,0.6221770558462429,FALSE
quads,1.3990463470820325,0.2368833084682075,19,10,0.2368833084682074,0.6221770558462429,FALSE
retained,1.3990463470820325,0.2368833084682075,19,10,0.2368833084682074,0.6221770558462429,FALSE
variation,1.3990463470820325,0.2368833084682075,19,10,0.2368833084682074,0.6221770558462429,FALSE
weathers,1.3990463470820325,0.2368833084682075,19,10,0.2368833084682074,0.6221770558462429,FALSE
topic,1.3911341173406506,0.2382136677280794,57,37,0.23821366772807936,0.6255529648469076,FALSE
cirrhosis,1.3804127822343448,0.24003084802744634,184,134,0.2400308480274464,0.63020575581346,FALSE
markedly,1.3792889568907467,0.24022230096110864,46,29,0.2402223009611087,0.6305892152804458,FALSE
formoterol,1.3719952210743989,0.24146937275094027,93,64,0.2414693727509403,0.6337430306382861,FALSE
blisters,1.3711273508343618,0.2416182836610189,32,19,0.24161828366101884,0.6338942844291444,FALSE
jacob,1.3711273508343618,0.2416182836610189,32,19,0.24161828366101884,0.6338942844291444,FALSE
breastfeeding,1.3630046657422676,0.24301742485110855,39,24,0.2430174248511086,0.6372038915909095,FALSE
noon,1.3630046657422676,0.24301742485110855,39,24,0.2430174248511086,0.6372038915909095,FALSE
penicillin,1.3630046657422676,0.24301742485110855,39,24,0.2430174248511086,0.6372038915909095,FALSE
want,1.3301957751955722,0.24877039216498475,255,190,0.2487703921649848,0.6521653410304783,FALSE
settings,1.32875494654858,0.24902683489224187,29,17,0.2490268348922418,0.6527144196675498,FALSE
speak,1.3209768033812437,0.2504168202544529,94,65,0.2504168202544529,0.6562338144366219,FALSE
encounters,1.3137807175425567,0.2517112750958651,308,232,0.2517112750958651,0.6595015845701699,FALSE
palmetto,1.3117297685209932,0.25208171004400737,36,22,0.25208171004400726,0.660098580467801,FALSE
rogers,1.3117297685209932,0.25208171004400737,36,22,0.25208171004400726,0.660098580467801,FALSE
scrotum,1.3117297685209932,0.25208171004400737,36,22,0.25208171004400726,0.660098580467801,FALSE
developing,1.3089853264613402,0.2525784497140695,62,41,0.2525784497140695,0.6612746631628108,FALSE
guidance,1.3028976069823812,0.2536846199659043,66,44,0.25368461996590425,0.6640455496996691,FALSE
seem,1.3004199044020437,0.2541365374865683,78,53,0.2541365374865684,0.6648626598048212,FALSE
biatrial,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
carryover,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
chocolate,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
deas,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
examples,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
fluctuates,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
handle,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
harp,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
hemorrhages,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
implement,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
mbsimp,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
mobilization,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
musculature,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
mvi,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
parenteral,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
slipped,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
sm,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
sternum,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
stooped,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
subcutaneously,1.2956897494503765,0.2550020439758286,11,5,0.25500204397582854,0.6648626598048212,FALSE
upset,1.2952871642429362,0.2550758750801252,47,30,0.2550758750801252,0.6649303357709945,FALSE
cmc,1.2904926259383793,0.2559571858266092,26,15,0.25595718582660926,0.6668522517249627,FALSE
dtrs,1.2904926259383793,0.2559571858266092,26,15,0.25595718582660926,0.6668522517249627,FALSE
planes,1.2904926259383793,0.2559571858266092,26,15,0.25595718582660926,0.6668522517249627,FALSE
require,1.2858018706901029,0.2568230562338283,252,188,0.25682305623382834,0.6689826384155367,FALSE
80,1.279186789884438,0.2580502927098124,1156,915,0.2580502927098124,0.6720533499806083,FALSE
paralysis,1.2745254745159467,0.25891941765751736,51,33,0.2589194176575174,0.6741904371663403,FALSE
mm,1.2686824098810063,0.26001400449079126,696,543,0.26001400449079126,0.6769136847933646,FALSE
interaction,1.2619547308523165,0.26128141079766853,33,20,0.26128141079766853,0.6798309319162267,FALSE
revealing,1.2619547308523165,0.26128141079766853,33,20,0.26128141079766853,0.6798309319162267,FALSE
timely,1.2619547308523165,0.26128141079766853,33,20,0.26128141079766853,0.6798309319162267,FALSE
closer,1.2580528648311513,0.26201997873761707,23,13,0.2620199787376172,0.6811146331062634,FALSE
enjoys,1.2580528648311513,0.26201997873761707,23,13,0.2620199787376172,0.6811146331062634,FALSE
harrison,1.2580528648311513,0.26201997873761707,23,13,0.2620199787376172,0.6811146331062634,FALSE
joe,1.2580528648311513,0.26201997873761707,23,13,0.2620199787376172,0.6811146331062634,FALSE
trends,1.2580528648311513,0.26201997873761707,23,13,0.2620199787376172,0.6811146331062634,FALSE
spv,1.2400548458678864,0.2654604839498038,71,48,0.2654604839498038,0.6899290160140017,FALSE
connor,1.2372576371997717,0.26600022930034584,14,7,0.26600022930034584,0.690427431274996,FALSE
dream,1.2372576371997717,0.26600022930034584,14,7,0.26600022930034584,0.690427431274996,FALSE
military,1.2372576371997717,0.26600022930034584,14,7,0.26600022930034584,0.690427431274996,FALSE
neglect,1.2372576371997717,0.26600022930034584,14,7,0.26600022930034584,0.690427431274996,FALSE
rectovaginal,1.2372576371997717,0.26600022930034584,14,7,0.26600022930034584,0.690427431274996,FALSE
resumption,1.2372576371997717,0.26600022930034584,14,7,0.26600022930034584,0.690427431274996,FALSE
tegretol,1.2372576371997717,0.26600022930034584,14,7,0.26600022930034584,0.690427431274996,FALSE
uneventful,1.2342529621690599,0.26658152975991334,20,11,0.2665815297599133,0.6918069631605822,FALSE
plts,1.2240773699270957,0.2685619482641187,17,9,0.26856194826411867,0.696686010354939,FALSE
share,1.2240773699270957,0.2685619482641187,17,9,0.26856194826411867,0.696686010354939,FALSE
helical,1.215064690288935,0.27033138759734165,37,23,0.27033138759734165,0.7011452179905655,FALSE
iii,1.2027952384679796,0.27276371511830233,284,214,0.2727637151183024,0.7073217399697725,FALSE
angio,1.2009971796274344,0.27312246528081074,52,34,0.27312246528081074,0.708119828315322,FALSE
depressive,1.1865340591224125,0.27602979408044226,76,52,0.2760297940804422,0.7155240406836995,FALSE
cortex,1.1818443416572404,0.2769808438829524,41,26,0.27698084388295247,0.717721444158643,FALSE
narrow,1.1818443416572404,0.2769808438829524,41,26,0.27698084388295247,0.717721444158643,FALSE
nonspecified,1.1814362285154478,0.27706380184550816,64,43,0.2770638018455083,0.7178024890565686,FALSE
51,1.1795987046763647,0.2774377064407517,163,119,0.2774377064407516,0.7186371325541959,FALSE
screened,1.1778053121737455,0.27780324364468356,97,68,0.2778032436446835,0.719449795073841,FALSE
regards,1.170927724060494,0.27921070018395366,110,78,0.2792107001839536,0.7229599953122542,FALSE
perceptual,1.1689968637470058,0.2796074538861282,27,16,0.2796074538861282,0.7237174668327309,FALSE
shocks,1.1689968637470058,0.2796074538861282,27,16,0.2796074538861282,0.7237174668327309,FALSE
lamictal,1.161953396365886,0.2810607913356512,34,21,0.28106079133565115,0.7270727008494801,FALSE
sclerotic,1.161953396365886,0.2810607913356512,34,21,0.28106079133565115,0.7270727008494801,FALSE
wk,1.161953396365886,0.2810607913356512,34,21,0.28106079133565115,0.7270727008494801,FALSE
demonstrating,1.15841446567012,0.2817946091347363,45,29,0.2817946091347363,0.7286995580473566,FALSE
harry,1.15841446567012,0.2817946091347363,45,29,0.2817946091347363,0.7286995580473566,FALSE
extremity,1.155103510426613,0.28248334890030313,940,742,0.282483348900303,0.730344607758062,FALSE
lactated,1.1422368077324117,0.2851801745022512,49,32,0.2851801745022512,0.7371798704004777,FALSE
iop,1.1336491294151405,0.28699830939832727,77,53,0.2869983093983274,0.7411470116885241,FALSE
arrange,1.1315807397111477,0.2874384152893569,53,35,0.2874384152893568,0.7411470116885241,FALSE
box,1.1315807397111477,0.2874384152893569,53,35,0.2874384152893568,0.7411470116885241,FALSE
mode,1.1315807397111477,0.2874384152893569,53,35,0.2874384152893568,0.7411470116885241,FALSE
efforts,1.1275487140896974,0.28829880716466616,24,14,0.28829880716466605,0.7411470116885241,FALSE
load,1.1275487140896974,0.28829880716466616,24,14,0.28829880716466605,0.7411470116885241,FALSE
obstructing,1.1257284914413763,0.2886882967762233,38,24,0.2886882967762232,0.7411470116885241,FALSE
adulthood,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
bonnie,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
bovine,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
cameron,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
cvl,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
distracted,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
epley,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
epps,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
explant,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
gurgly,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
hyaline,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
import,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
intravascular,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
judgments,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
jumping,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
macrocytic,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
mcnair,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
pafib,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
pathologically,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
plat,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
proceeded,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
produce,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
rbd,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
salvos,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
tara,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
tco,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
territorial,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
thrombolytic,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
trialed,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
washout,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
zimmer,1.125402615905238,0.2887580979901607,9,4,0.2887580979901608,0.7411470116885241,FALSE
bag,1.1252257133442236,0.2887959987946066,57,38,0.2887959987946067,0.7411470116885241,FALSE
blindness,1.124180628015806,0.2890200342178476,69,47,0.2890200342178476,0.7415849353873426,FALSE
agents,1.1221042691922969,0.2894658011715482,65,44,0.2894658011715483,0.7425915242836414,FALSE
tamsulosin,1.1176593000490191,0.2904230259872964,235,176,0.2904230259872964,0.7449095859533813,FALSE
cg,1.1100646278052122,0.2920679003177211,31,19,0.292067900317721,0.748713744465269,FALSE
nonobstructive,1.1100646278052122,0.2920679003177211,31,19,0.292067900317721,0.748713744465269,FALSE
thorax,1.1100646278052122,0.2920679003177211,31,19,0.292067900317721,0.748713744465269,FALSE
rabon,1.10061311029412,0.29413159160190283,42,27,0.2941315916019028,0.7538648598927528,FALSE
spirometer,1.091486974447999,0.29614197813280607,21,12,0.296141978132806,0.7588774786506536,FALSE
gen,1.0864820923915668,0.2972519799217572,358,274,0.2972519799217572,0.7615813962614437,FALSE
strep,1.0701579506075525,0.3009097712319362,35,22,0.3009097712319362,0.7708107363777872,FALSE
confirmation,1.0636971457114295,0.30237346389172925,18,10,0.30237346389172914,0.7734252972212132,FALSE
epiglottic,1.0636971457114295,0.30237346389172925,18,10,0.30237346389172914,0.7734252972212132,FALSE
immobility,1.0636971457114295,0.30237346389172925,18,10,0.30237346389172914,0.7734252972212132,FALSE
normodyne,1.0636971457114295,0.30237346389172925,18,10,0.30237346389172914,0.7734252972212132,FALSE
sentence,1.0636971457114295,0.30237346389172925,18,10,0.30237346389172914,0.7734252972212132,FALSE
tiredness,1.0636971457114295,0.30237346389172925,18,10,0.30237346389172914,0.7734252972212132,FALSE
wallace,1.0636971457114295,0.30237346389172925,18,10,0.30237346389172914,0.7734252972212132,FALSE
tr,1.0631650769874006,0.30249441281078115,62,42,0.30249441281078115,0.7734252972212132,FALSE
burst,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
coagulopathy,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
fmc,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
granulation,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
granulomas,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
polar,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
predictive,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
pyuria,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
spell,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
susceptible,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
vh,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
vietnam,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
vmax,1.060505785011905,0.30309985548096086,12,6,0.30309985548096074,0.7734252972212132,FALSE
bms,1.0598058458308524,0.30325947118684893,28,17,0.30325947118684893,0.773548355429595,FALSE
impulse,1.0598058458308524,0.30325947118684893,28,17,0.30325947118684893,0.773548355429595,FALSE
diminished,1.0518388106838659,0.30508397206269644,113,81,0.3050839720626964,0.7775327593107332,FALSE
cbi,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
decompressed,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
distressed,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
engagement,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
infiltration,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
mineralization,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
